# ['# x', 'y', 'z', 'rmsCpHF']
7.381647521316000646e-03 7.448299999999999366e-02 -1.500000152340000004e-01 1.715425037809999997e-01
1.838586961938000128e-02 7.448299999999999366e-02 -1.500001434622999785e-01 1.654780799760000032e-01
4.014835040451000120e-02 7.448299999999999366e-02 -1.500004210437999863e-01 1.579869710150000051e-01
7.218349318170000362e-02 7.448299999999999366e-02 -1.499999261258999905e-01 1.515649698550000091e-01
1.137757282259999891e-01 7.448299999999999366e-02 -1.500000618287999909e-01 1.488751475189999951e-01
1.639950390619999976e-01 7.448299999999999366e-02 -1.499996639397999931e-01 1.477213147430000151e-01
2.217195150225999833e-01 7.448299999999999366e-02 -1.499999387358000036e-01 1.463687268530000085e-01
2.856611717572000164e-01 7.448299999999999366e-02 -1.499997405514000015e-01 1.445488205660000192e-01
3.543912358411999697e-01 7.448299999999999366e-02 -1.499997775503000008e-01 1.427815267739999949e-01
4.263730274622999916e-01 7.448299999999999366e-02 -1.499996572427000074e-01 1.408481314660000039e-01
4.999999052838000058e-01 7.448299999999999366e-02 -1.500001640532000191e-01 1.379258803119999821e-01
5.736272831053000898e-01 7.448299999999999366e-02 -1.499998048382999993e-01 1.341394708360000021e-01
6.456090747264999763e-01 7.448299999999999366e-02 -1.499996845307000060e-01 1.299925977720000070e-01
7.143386388105000817e-01 7.448299999999999366e-02 -1.500005875550000090e-01 1.249100614780000035e-01
7.782802955450999205e-01 7.448299999999999366e-02 -1.500003893706000069e-01 1.194723017500000095e-01
8.360052715056999206e-01 7.448299999999999366e-02 -1.499997981412000136e-01 1.134056259339999984e-01
8.862245823416998736e-01 7.448299999999999366e-02 -1.499994002522000158e-01 1.070655341860000109e-01
9.278163173860000112e-01 7.448299999999999366e-02 -1.500004019804999922e-01 1.019052058909999947e-01
9.598514601631998877e-01 7.448299999999999366e-02 -1.499999070627000275e-01 9.925986374399999035e-02
9.816139409483000122e-01 7.448299999999999366e-02 -1.500001846441000042e-01 1.027591254369999985e-01
9.926186630463998961e-01 7.448299999999999366e-02 -1.499994468471000097e-01 1.118329379729999934e-01
7.381647521316000646e-03 2.230330000000000090e-01 -1.500000152340000004e-01 2.001686483850000087e-01
1.838586961938000128e-02 2.230330000000000090e-01 -1.500001434622999785e-01 2.031576502219999969e-01
4.014835040451000120e-02 2.230330000000000090e-01 -1.500004210437999863e-01 1.970726149900000057e-01
7.218349318170000362e-02 2.230330000000000090e-01 -1.499999261258999905e-01 1.858490669399999740e-01
